식당이름,카테고리,연락처,구,상세주소,해시태그,별점,별점수,리뷰내용
중화호반닭갈비 본점,닭요리,02-439-1656,중랑구,봉화산로 20 (우)02101,#제로페이,2.8,16,양 엄청 푸짐하고 맛있는데 평점 왜 이모양인지 모르겠네요. 잘먹었습니다!@@@@막국수 슴슴하니.괜찮음 @@사장님 10년단골입니다 오늘 4시넘어 다녀왔는데요 사장님 바뀌셨나요? 여자분 두분이 계시던데  정말 맛도 없고 서빙하시는 여자분 제발 위생좀 신경쓰세요 코를 푸셨으면 손좀 닦으세요 사장님 안계셔서 그런지 계속 핸드폰 보시고 추가 시킬려해도 눈치가 보였습니다 사장님 없을때 간적도 많은데 오늘같은 분위기는 첨이었네요  가격올리고 양도 적어졌다는 후기에도  닭갈...@@@@양이 많은편. 막국수는 평타. 매운맛은 배가 좀 아프더라. 떡사리 추가가 제일 맛남@@닭 쉰내 너무나고 다음날 바로 배탈났어요... 다신 안갑니다@@ㆍ맛나게 먹은 즐거운 추억 입니다@@와우 간만에 닭갈비 막국수 포장했는데 닭내 작렬  이러지 않았는데 주인 바뀌었나요? 손님없어 닭 오래 놔둬 그런가? 암튼 오늘은 닭갈비는 완전꽝  마눌님 바로 젓가락놨음. @@@@특별한 맛 없는...양배추 많은...뼈 없는... 닭갈비!?@@그냥저냥 닭갈비맛이고 춘천보다 낫다는건 당신이 춘천에서 제대로된맛집을 못간거일뿐임@@나쁘진않지만 다른 닭갈비집과 비슷비슷한데 줄서서 먹을 정도인지는 모르겠습니다. 입소문 탓이 큰듯@@닭갈비는 여기가 최고입니다.. 춘천보다 나은듯@@닭갈비도 맛있지만 막국수가 특히 맛있어요@@너무 맛있어요! 양도 많고 제가 갈땐 기다리는 사람이 없어서 좋았구요. 가장 좋은건 닭갈비를 직접 볶아주셔서 나와요! 이게 젤 맘에 드네요! 그리고 막국수 강추입니다!@@
에헴,"호프,요리주점",,중랑구,망우로48길 27-12 (우)02149,#데이트코스#분위기좋은#제로페이,4.0,10,"명치감 맛있어요 분위기도 좋구 근데 자리가 좀 좁음 겨울에 가믄 힘들어요@@소고기타다끼, 명란치즈감자, 나폴리탄, 오코노미야끼 최고존엄존맛@@저도 네이버 점수보고 다니는 사람인데 너무 별로여서 후기 남깁니다. 일단 바지락 술찜 꼭 거르세요 이건 무슨 ..술찜 아니고 탕느낌인데 맑고 얼큰한거 생각했는데 너무 느끼하고....서비스도 개별로..:.....별점보고 왔다가 많이 실망하고 갑니다.@@♪♩♪맛있음@@맛? 괜춘 남자직원분 핵불친절, 이것저것 보지도않고 던져줌...@@@@나만 알고싶은 맛집. 인데 이미 너무 유명해요. 자리가 조금 불편하다는 게 단점.@@에헴 사랑함.. 사장님 하이볼 솜씨 최고임. 하이볼 5잔 때려부은적도 있을 정도임ㅠ 여기 하이볼만한 곳이 없다. 사람만 없으면 혼자 하이볼 혼술하러 가고 싶을 정도 명란치즈감자가 최고. 오늘의 연어 말해뭐해. 오코노미야끼, 계란말이는 좀 짜다. 나폴리탄에서 털?머리 나왔지만 그래도.. 맛있어서 포기못하고 계속 감.@@이 부근 이자카야는 여기만 갈 듯@@분위기좋은 이자까야, 괜찮았음@@"
스시혼 신내점,"초밥,롤",02-434-3290,중랑구,신내로 50 1층 (우)02069,#혼밥#제로페이,,,
착한낙지 신내점,"해물,생선",02-438-9790,중랑구,용마산로125길 108-19 (우)02058,#친목모임#제로페이,2.5,19,"@@©2021. ethwang All rights reserved. @@로봇은 주소를 잘못 찾고. 홀 직원들은 소리 지르고 화내고..ㅎㅎ 단골 끊어야 되겠네요~@@로봇이 주문 음식 가져다줘서 신기했는데 직원분들 계산하는데 어디 앉았는지도 모르고 허둥지둥ㅡㅡ 기분 안 좋게 나와요 서비스 별로임  맛도 너무 맵구 양은 보통@@직원분들이 스트레스를 많이 받으나봐요. 엄청 분칠절 하시네요. 식구들 하고 예전에 먹던곳이라 일산에서 왔는데, 안 좋은 기분으로 돌아갔네요.@@모기 사욱장 오늘오후6시40분경 지인과 저녁 식사를하러갔다 이런저런 이야기를하다보니 맥주한병과 소주한병이 동이났다   해서 소주 한병을추가햏다 그때 모기들이 나를공격 했다 사진확인  사장님 모기가 너무 많아서 이렇게물렿서요 하니 한자리여 너무오래안아잏어서 물엏나봐요 너무 화가 납니다 악한 낚지집으로 고발 합니다@@단골인데 배달 포장하고 실망.....저게 낙지 3만원어치@@서비스 개판.. 십여년간 다녔었었는데 기가 차네요~ 먹던 낙지 포장 해달라해서 나중에 봤더니 낙지는 1도 없음 종업원 교육 ..문제가 아주 많음 처음부터 기분 나쁘게 하더니 이렇게 글까지 쓰게 하네요@@맛있어용!ㅎㅎ@@@@맨처음착한낙지맛.첫장소.조은분위기는보이지안고.맛과가격면.처음만못하네요.왠지식후걸어나오는마음이쓸슬한기분이든다...@@매콤하니 맛은 있음. 서비스 면에서는 바쁜 시간이 아니라 잘 모르겠는데 일 하시는 아주머니들이 질문에도 무표정에 어두워 보임. 아메리카노 먹고싶어 컵 달랬더니 천원 이래 ㅋ 요즘 식당에서 밥먹고 커피 천원 받는곳은 첨봄 ㅋ 포장도 2인분 했는데 먹을때보다 양이 작음. ㅋ 다시 갈것인지는 고민 하게 되는..@@착한낙지 신내점에 왜이리 서비스에 대한 불만이 많지???  악플인가??  아니면 정말 서비스에 문제가 있는집인가???? 오늘 단체로 약15명정도 예약해서 가볼려고 하는데... 갈등 때리네...  평가글을 쭈욱보니.. 뭔가 문제가 있는것 같은데...오늘 한번 가보구 평가글을 제데로 올려 보겠습니다...@@사장님이 제일 불친절 해요~ 일 하시는 이모님들은 괜찮은데.. 이젠 더 이상 갈 일 없을 듯 합니다!!@@여기 착한낙지 브랜드중에 가장 해물파전 잘함  바삭바삭 개존맛탱@@주차장이 넓고 식당도 2층이라 크다. 도장 적립도 생겨서 자주 이용하는 사람들은 좋을 듯함 낙지볶음밥은 전보다는 덜 매워졌고 더 달아졌음 오르막길에 있어서 거동 불편한 분은 걸어가는거 힘들 거임 그리고 좌식이라 오래 앉아있기 불편함@@맛은 인정 합니다.  하지만 서비스 마인드는 그냥저냥~ 먹고 있는데 양해없이 빈그릇 빼는... 그것도 두번씩이나~ 자체적으로 서빙 교육좀 시행 하셔야겠어요   산지가격이 올라서 가격을 올렸다는 공지보다 중요한것은  휴일에 한 가족이 식당에 와서 편안한 마음으로 한끼 식사를 하고 갈 수 있게  하는 겁니다  기분 나빠서 이제 안갑니다@@친절한데 뭔가 고개를 갸우뚱거리게 만드는 친절임........@@매움 아주 맛남 근데 낙지 12000원로 오름@@"
한참치 묵동본점,참치회,02-949-0448,중랑구,공릉로 32 공감대아파트 상가 1층 (우)02034,#점심식사#코스요리#제로페이,3.3,6,@@저는 이집 참좋아요 여러번갔지만 아이랑은 첨 갔는데 아이가 참치도 맛있고 깔끔하다네요@@부모님 모시고 갔는데 돈만 쓰고 착잡하네요 음식 퀄리티는 말할 것도 없고 서비스도 그렇습니다@@55000원짜리 살장코스만 두번째 먹었습니다. 저번 방문에는 퀄리티 괜찮았는데 오늘 진짜 많이 실망했습니다. 참치 색깔도 약간 가고 누가봐도 변색되었고 가장 싼 가격같은 부위만 주는것에 많이 실망했습니다. 다른 참치집 찾겠습니다.@@맛있고 깔끔하고 코스 잘 나와요^^ 넘 배부름 ㅎㅎ@@been@@
먹고을전주콩나물국밥 묵동본점,국밥,02-977-0038,중랑구,중랑역로 268 (우)02032,#제로페이,3.4,8,그냥그런식당@@콩나물  국밥이 9천원 가격이  올랐드라구요 너무  비싸다는 생각은 드네요 앞으론   다른곳  가려구요@@콩나물국밥은 그저그렇고 간장게장이 맛있다 bb@@콩나물 국밥집 인데도 7종반찬이 다 맛있습니다. 오늘은 너무 배고파 1만1천원짜리 굴 돌솥밥 먹었는데 사진은  못찍었네요. 콩나물 국밥은 5종이고 굴밥은 7종반찬인지 모르겠지만 굴밥 엄지 척 입니다. 양념 간장도 진심맛나고 ...추천합니다.  간장게장 안좋아 하는데 여인(?)두분 아주 맛나게 드시더라구요. 담에는..코다리 먹어볼 요량임다.(강원도래요)@@여기서 두번 먹었는데...개사료를 쓴다니 에효...그래도 장사는 잘되고있네  개사료 사람이 먹어두 별탈은 없는건가!!암튼 찝찝@@2019.9월 기준으로 국밥은 7천원으로 올랐어요. 종종 이용하는 곳인데 맛있어요. @@해물파전 크기 진짜 대박이다.@@맛도 좋고 가격도 착하고@@
황해칼국수,국수,02-974-8174,중랑구,숙선옹주로 3 1층 (우)02032,#제로페이,4.3,12,"대박...@@칼국수 괜찮아요. 열무김치가 훌륭함.@@칼만두국.ㅋㅋ @@⭐️⭐️⭐️⭐️⭐️⭐️@@칼국수, 콩국수 다 맛있구요~ 배추김치, 열무김치도 완전 맛있어요@@손제비주문하면 맛보기보리밥을 열무에 비벼먹으면 겁나맛나네요. 함들려 드셔보시면 후회없을듯요  사진은 다음방문때..@@김치가 와.. 너무 맛있어요 갈때마다 사올까? 고민하게 되는 맛 칼국수도 맛있어요 묵동의 맛집입니다!!! 다만 바쁠때 칼제비 시키면 수제비가 몇조각 안들어있는것과 김치맛이 일정하지 않다는것이 조금 아쉬워요@@@@맛있어요. 근데 제 그릇에 철수세미 같은 그 실 나왔어여ㅠ 맛은 있어서 열심히 먹었네여  @@너무맛있어요~ 올여름에만3번왔네요 ☆ 개인적으로 콩국수보다 칼제비가 존맛@@별로에요. 오지마세요. 저만 먹을거에요.@@별 하나도 아깝습니다. 위생에 신경을 안쓰시는 듯 합니다. 긴~~~~꼬부랑 머리카락이 국수 사이에서 쭈우욱 나오네요.  참고) 앞에사람은 머리카락을 씹어 먹는것도 모르고 안삼켜져서 살펴보니 머리카락이였어요.음식 세개 시켰는데 두개가 그랬어요.음식값도 다 지불하고 나왔습니다. 불친절 최고시네요  @@"
라화쿵부 상봉점,중식,02-435-4350,중랑구,망우로 304 (우)02148,#제로페이,2.9,45,"맛 없 음@@깨끗하고 재료도 다양한건 좋은데 샹궈가 맛이 없어요...@@@@포장도 매장에서 바로 먹는것처럼 맛있어요!!!핵존맛탱구리♡♡@@존맛탱! 친절해요 학생들많아서 쫌 시끄럽지만;;@@어제 갔는데 카운터 눈화장한 탈색한(줘패고 싶게 생긴) 알바가 손님 대하는 싸가지가 어디서 배운건지 당장 숙청 요망드립니다@@눈화장한 카운터알바ㄴ  불친절 .줘패고싶게 불친절 들어가자마자 나옴@@깨끗하지 않음, 불친절한 직원  고객을 배려하지 않고 나쁜 어조로 말한다.@@맛없다.. 비싸고.. 홍합비린내 우웩 볶음밥만 먹을만함 @@여기 진짜 위생이 ㅋㅋㅋㅋㅋ 밥먹는데 직원분이 옆에서 전기파리채로 파리잡고 있고 .. 재료 담는 바구니도 너무 더러움 진짜 ……. 직원분들도 불친절 ……… 밑에 5점준 리뷰들 이해가 안감 …. 지인들인가 …@@맛있어요@@서비스  진짜  좋아요 !!@@맛있고 친절해요 마라탕은 여기가 최고~ @@오랜만에 상봉에서 마라탕 먹었는데  역시 마라탕은 상봉에서 먹어야되나바요!! 진짜 잘먹었어요~@@더러움 야채 신선도 최하 다신 안 옴 매장에서 무슨 냄새 남 마스크를 뚫고.. 혼밥하러 갔는데 날파리 두 마리 합석 국물 많이 짬@@직원 불친절 위생도 좀...@@위생 불량 음식을 바구니에 담아야 돼요 이런거 처음 봐요.@@마라탕 맛 보통 꿔바로우는 그냥 찹쌀 탕수육맛 결론적으로 둘 다 중국맛이 안남^^;@@맛있어요. 직원분들 되게 친절하시고, 매장도 완전 깔끔해서 좋아요.@@정말 맛있어요  직원분들이 친절하셔요~~ @@진짜 여긴 직원분들이 너무너무 친절하셔서 매번 생각나는집이에요 ㅠ ㅠ 물론 정말 맛도 미칩니다  ~~ 상봉역에 오시게 되면 여기 강력 추천입니다 !!! 마라탕 은 물론 꿔바로우는 그냥 말이 필요없어요 ,,, 고민할 시간에 가서 한그릇 하고오세요 !!!!’@@여기 오래전부터 다녔는데 ㅜㅜㅜ 세상 친절하심니둥 ,,,,마라탕이랑 처음으로 만난 장소이자 저의 최애 마라탕가게 ,, 너무너무 맛있고 맨날 오고싶어욥(실제로 자주와용ㅎㅅㅎ) 직원분들 사랑합니다 그냥 사랑해요@@직원분들도 너무 친절하셔서 앞으로 마라탕 먹으러 여기만 올 것 같아용! 마라탕 물론 너무 맛있어요ㅠㅠ 제 최애 마라탕 집입니다@@마라탕은 괜찮고 맛있습니다! 하지만 마라샹궈는 절대 비추천이에요... X@@똑같은   체인이라도 맛은천지차이    돈악갑다   내돈쓰는데  태도가  더럽다  꽁짜먹는거도않이고 참 어이없다@@마라샹궈 먹다 몇입먹고 나옴 1. 식자재에서 상한냄새가 심함 샹궈 먹는데 버섯은 물론 전반적으로 상한냄새가 많이 났음 2. 마라 맛이 안남 마라탕, 마라샹궈 진짜 많이 먹어봤지만 마라의 맛이 안나고 무슨 다대기 바른 맛?? 그런맛이남 라화쿵부 다른지점에서도 많이 먹어봤고 했지만 상봉점은 최악이었음@@아 포장시켰는데 딱 봐도 양 줄고 방금 볶은 거 아닌 거 나왔어요. 저 마라상궈 진짜 많이 먹었거든요? 이렇게 찌들은 비주얼로 음식 나온 거 처음인듯ㅋㅋㅋㅋㅋ와 최악의 맛...@@여기가 제 기준 젤 맛있어요.. 둘이가면 안되고 셋이상가서 꼭 마라탕+꿔바로우 드세여ㅠ 너무 마싯서유ㅠ@@마라탕이랑 꿔바로우는 무족건 라화쿵푸로 가야되요ㅜㅜㅜㅜ 야채신선하고 건두부랑 중국당면 넣어먹으면 죽어여 쫀맛@@기분 좋게 매운맛이라 스트레스 확확 풀려요~ 많이 맵지 않아요~@@"
찡어찡어,퓨전한식,010-9773-8012,중랑구,면목로 454 1층 (우)02155,#제로페이,4.2,10,"@@최곱니다! 음식뿐아니라  손님을  최고로 모십니다!!    오징어우주정복!!@@@@리뷰 잘 안남기는데.. 산오징어 회, 먹물 튀김 존맛탱입니다.. 오징어 회 땡길 때 이리로 또 와야겠어요.@@사장님 짱 친절, 오징어짬뽕 기가막힙니다 @@몇년전만해도 장사안돼서 쫄쫄이타던게 장사좀 됀다고 손님을 손님으로 안봄!!@@@@먹물튀김 진짜 맛있어요@@튀김 졸맛@@@@"
미락한정식,한정식,02-494-3800,중랑구,봉우재로 27 1층 (우)02128,#가성비좋은#단체석#점심특선#친목모임#회식장소#제로페이,4.2,5,"찐맛집@@와 여기 진짜 맛있네@@깔끔하고 맛있어서 이따금씩 갑니다. 돼지구이도, 돌게로 담근 간장게장과 양념게장도, 다른반찬들도 다 맛있어요. 한정식으로 가성비 괜찮은 동네 맛집 입니다.@@보리굴비 불고기 맛남!  반찬 정갈하고  @@혼자 식사가 가능한지 전화로 물어보고 된다고 하시기에 출발했습니다 20분을 차타고 도착해서 주문을 하니 1인분을 주문하면 음식이 다 안나온다니요... 무슨 경우입니까 전화드렸을때 말씀해주셨어야죠 음식도 다 안나왔으니 계산도 반만 해드리겠다 똑같이 진상짓하려다 다른 손님들에게 방해가 될까 그냥 나왔습니다@@"
